PERIODO	COLE_COD_DANE	COLE_INST_NOMBRE	COLE_CODMPIO_COLEGIO	COLE_MPIO_MUNICIPIO	COLE_COD_DEPTO	COLE_DEPTO_COLEGIO	COLE_NATURALEZA	COLE_GRADO	COLE_CALENDARIO_COLEGIO	COLE_GENEROPOBLACION	MATRICULADOS_ULTIMOS_3	EVALUADOS_ULTIMOS_3	INDICE_MATEMATICAS	INDICE_C_NATURALES	INDICE_SOCIALES_CIUDADANAS	INDICE_LECTURA_CRITICA	INDICE_INGLES	INDICE_TOTAL	COLE_CATEGORIA
20182	354001003077	COL PADRE LUIS VARIARA	54001	CÚCUTA	54	NORTE SANTANDER	NO OFICIAL	11	A	MI	148	146	0,8337	0,8075	0,7913	0,8139	0,8188	0,8121	A+
20182	108001073384	C.C.E.B. # 187 CIVICO 7 DE ABRIL	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	26	A	MI	39	38	0,5168	0,5432	0,52	0,5954	0,5684	0,5457	D
20182	213001027020	INSTITUCION EDUCATIVA DOMINGO BENKOS BIOHO	13001	CARTAGENA DE INDIAS	13	BOLIVAR	OFICIAL	11	A	MI	177	143	0,4817	0,5375	0,4843	0,5521	0,5387	0,5158	D
20182	113001003274	INSTITUCION EDUCATIVA JOSE MANUEL RODRIGUEZ TORICES	13001	CARTAGENA DE INDIAS	13	BOLIVAR	OFICIAL	11	A	MI	681	602	0,6395	0,6649	0,6378	0,693	0,6377	0,6572	C
20182	113001004149	INSTITUCION EDUCATIVA JUAN JOSE NIETO	13001	CARTAGENA DE INDIAS	13	BOLIVAR	OFICIAL	11	A	MI	583	551	0,6343	0,6419	0,6252	0,6769	0,63	0,6435	C
20182	147001001087	IED SAN FERNANDO	47001	SANTA MARTA	47	MAGDALENA	OFICIAL	11	A	MI	162	134	0,5595	0,5757	0,5447	0,5998	0,5656	0,5696	D
20182	173001001053	INST EDUC INEM MANUEL MURILLO TORO	73001	IBAGUÉ	73	TOLIMA	OFICIAL	11	A	MI	623	606	0,721	0,7294	0,697	0,7247	0,6957	0,7163	B
20182	173001001053	INST EDUC INEM MANUEL MURILLO TORO	73001	IBAGUÉ	73	TOLIMA	OFICIAL	26	A	MI	196	166	0,5377	0,5782	0,5453	0,5861	0,5506	0,561	D
20182	311001032840	INST MILIT ANTONIO RICAURTE	11001	BOGOTÁ D.C.	11	BOGOTA	NO OFICIAL	11	A	MI	171	162	0,7426	0,739	0,7025	0,7265	0,7278	0,7277	A
20182	273675000839	INSTITUCION EDUCATIVA SAN JOSE DE TETUAN	73675	SAN ANTONIO	73	TOLIMA	OFICIAL	11	A	MI	29	28	0,5856	0,6491	0,6249	0,6531	0,6394	0,6291	C
20182	373001009720	GIMNASIO LOS ROBLES	73001	IBAGUÉ	73	TOLIMA	NO OFICIAL	11	A	MI	51	49	0,7968	0,8056	0,8081	0,8171	0,8697	0,8117	A+
20182	368077000205	COL PARROQ SAN LUIS GONZAGA	68077	BARBOSA	68	SANTANDER	NO OFICIAL	11	A	MI	131	130	0,8213	0,7883	0,7696	0,7997	0,7971	0,7949	A+
20182	308001001013	COLEGIO NUESTRA SEÑORA DEL BUEN CONSEJO	8001	BARRANQUILLA	8	ATLANTICO	NO OFICIAL	11	A	F	169	164	0,8702	0,8534	0,8538	0,8584	0,929	0,8643	A+
20182	123168000019	IE SANTO DOMINGO VIDAL	23168	CHIMÁ	23	CORDOBA	OFICIAL	11	A	MI	160	156	0,6416	0,6846	0,6766	0,7013	0,6447	0,6736	B
20182	305607000480	COLEGIO FRONTERAS	5607	RETIRO	5	ANTIOQUIA	NO OFICIAL	11	A	MI	34	32	0,5872	0,6233	0,6225	0,6736	0,6194	0,6261	C
20182	173001011237	INST EDUC MUS AMINA MELENDRO  DE PULECIO	73001	IBAGUÉ	73	TOLIMA	OFICIAL	11	A	MI	191	191	0,7802	0,7728	0,7717	0,7839	0,7878	0,778	A+
20182	373001006836	COL  MAYOR DE IBAGUE	73001	IBAGUÉ	73	TOLIMA	NO OFICIAL	11	A	MI	20	16	0,6214	0,6513	0,5993	0,648	0,6477	0,6314	C
20182	373001006836	COL  MAYOR DE IBAGUE	73001	IBAGUÉ	73	TOLIMA	NO OFICIAL	26	A	MI	52	47	0,5861	0,6194	0,5849	0,6531	0,6166	0,6113	D
20182	376001000322	LICEO SAN ANTONIO	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	58	49	0,6827	0,7004	0,6865	0,7233	0,7161	0,6996	B
20182	273555000185	INSTITUCION EDUCATIVA EL RUBI	73555	PLANADAS	73	TOLIMA	OFICIAL	11	A	MI	78	77	0,6105	0,6301	0,6068	0,6548	0,577	0,6218	C
20182	273585000571	INSTITUCION EDUCATIVA SAN JORGE	73585	PURIFICACIÓN	73	TOLIMA	OFICIAL	11	A	MI	43	42	0,6179	0,6238	0,5889	0,6319	0,6096	0,6152	D
20182	273585000571	INSTITUCION EDUCATIVA SAN JORGE	73585	PURIFICACIÓN	73	TOLIMA	OFICIAL	26	A	MI	47	45	0,5132	0,541	0,4982	0,551	0,545	0,5273	D
20182	108001003688	INSTITUTO DISTRITAL TECNICO MEIRA DEL MAR	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	281	271	0,7109	0,7	0,677	0,726	0,7275	0,7053	B
20182	341001000235	COL DE LA PRESENTACION	41001	NEIVA	41	HUILA	NO OFICIAL	11	A	MI	160	157	0,8741	0,8458	0,8286	0,8452	0,8549	0,8489	A+
20182	173001010851	INST EDUC TEC ALFONSO PALACIOS RUDAS	73001	IBAGUÉ	73	TOLIMA	OFICIAL	11	A	MI	80	78	0,7112	0,7215	0,677	0,7217	0,6946	0,7068	B
20182	173001010851	INST EDUC TEC ALFONSO PALACIOS RUDAS	73001	IBAGUÉ	73	TOLIMA	OFICIAL	26	A	MI	56	45	0,538	0,5965	0,5648	0,6042	0,5709	0,5755	D
20182	108001002185	INSTITUCION EDUCATIVA DISTRITAL EL SILENCIO	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	143	143	0,7604	0,7439	0,7496	0,7822	0,733	0,757	A
20182	108001075476	INSTITUCION EDUCATIVA DISTRITAL TECNICA METROPOLITANO DE BARRANQUILLA PARQUE EDUCATIVO	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	281	278	0,7092	0,7231	0,6925	0,7356	0,7186	0,7154	B
20182	311001041857	COL NSTRA SRA DE LA SALETTE	11001	BOGOTÁ D.C.	11	BOGOTA	NO OFICIAL	11	A	MI	57	56	0,8284	0,7963	0,7644	0,7692	0,797	0,7902	A+
20182	108001018596	INSTITUCION EDUCATIVA DISTRITAL ETNOEDUCATIVO PAULINO SALGADO  BATATA	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	60	56	0,5891	0,6325	0,5762	0,654	0,6	0,612	D
20182	108001002266	INSTITUCION EDUCATIVA DISTRITAL SANTO DOMINGO DE GUZMAN	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	185	178	0,5862	0,5998	0,5842	0,6469	0,619	0,6054	D
20182	147001053133	IED LICEO SAMARIO	47001	SANTA MARTA	47	MAGDALENA	OFICIAL	11	A	MI	349	326	0,7172	0,7093	0,6945	0,7339	0,7151	0,7138	B
20182	147001053133	IED LICEO SAMARIO	47001	SANTA MARTA	47	MAGDALENA	OFICIAL	26	A	MI	60	54	0,5315	0,5549	0,5408	0,594	0,5856	0,5576	D
20182	217614000723	INSTITUCION EDUCATIVA BONAFONT	17614	RIOSUCIO	17	CALDAS	OFICIAL	11	A	MI	134	132	0,6577	0,6695	0,6589	0,6894	0,6786	0,6696	C
20182	147001007140	IED CRISTO REY	47001	SANTA MARTA	47	MAGDALENA	OFICIAL	11	A	MI	106	96	0,5691	0,6132	0,5898	0,6388	0,6516	0,6065	D
20182	111769000956	COLEGIO PRADO VERANIEGO (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	363	335	0,7153	0,7266	0,7188	0,7441	0,7169	0,7255	A
20182	111769003122	COLEGIO VILLA ELISA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	309	302	0,6921	0,7026	0,6796	0,7211	0,6795	0,6974	B
20182	308758004427	INSTITUTO BADEL POWELL	8758	SOLEDAD	8	ATLANTICO	NO OFICIAL	11	A	MI	75	63	0,551	0,5463	0,4977	0,5778	0,5704	0,5453	D
20182	223686001180	I.E. BUENOS AIRES	23686	SAN PELAYO	23	CORDOBA	OFICIAL	11	A	MI	90	88	0,6018	0,6556	0,6109	0,6412	0,5903	0,6245	C
20182	185139000391	IE JESUS BERNAL PINZON	85139	MANÍ	85	CASANARE	OFICIAL	11	A	MI	312	301	0,6721	0,6717	0,6408	0,6851	0,6367	0,6651	C
20182	225815000392	INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL PUBENZA	25815	TOCAIMA	25	CUNDINAMARCA	OFICIAL	11	A	MI	85	83	0,5931	0,6384	0,583	0,6396	0,606	0,613	D
20182	219100001103	INST EDUC EL RODEO	19100	BOLÍVAR	19	CAUCA	OFICIAL	11	A	MI	35	33	0,651	0,657	0,6268	0,6709	0,6902	0,6544	C
20182	105001002780	INST EDUC SAN FRANCISCO DE ASIS	5001	MEDELLÍN	5	ANTIOQUIA	OFICIAL	11	A	MI	76	73	0,6286	0,6373	0,6339	0,6801	0,6434	0,6449	C
20182	113760000018	INSTITUCION EDUCATIVA TECNICA AGROPISCICOLA LICEO DEL DIQUE ENRIQUE CASTILLO JIMENEZ	13760	SOPLAVIENTO	13	BOLIVAR	OFICIAL	11	A	MI	214	205	0,5807	0,5714	0,5424	0,6112	0,5671	0,5757	D
20182	108001002835	INSTITUCION EDUCATIVA DISTRITAL CONCENTRACION CEVILLAR	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	216	208	0,6055	0,6197	0,5956	0,6631	0,6294	0,6216	C
20182	176113000377	IE DIEGO RENGIFO SALAZAR	76113	BUGALAGRANDE	76	VALLE	OFICIAL	11	A	MI	217	212	0,6337	0,665	0,6443	0,6806	0,6213	0,6533	C
20182	176113000652	IE ANTONIO NARIÑO	76113	BUGALAGRANDE	76	VALLE	OFICIAL	11	A	MI	290	284	0,6465	0,6454	0,6377	0,6926	0,6395	0,6543	C
20182	105440000068	I. E. ROMAN GOMEZ	5440	MARINILLA	5	ANTIOQUIA	OFICIAL	11	A	MI	463	453	0,7075	0,6959	0,6857	0,7293	0,7056	0,7047	B
20182	166170000728	INSTITUCION EDUCATIVA NUEVA GRANADA	66170	DOSQUEBRADAS	66	RISARALDA	OFICIAL	11	A	MI	188	179	0,647	0,6593	0,6477	0,6927	0,6512	0,6609	C
20182	113244003272	I.E.T.I. JUAN FEDERICO HOLLMAN	13244	EL CARMEN DE BOLÍVAR	13	BOLIVAR	OFICIAL	11	A	MI	357	355	0,6205	0,6527	0,6046	0,6425	0,5904	0,627	C
20182	144847003865	INSTITUCION EDUCATIVA JULIA SIERRA IGUARAN	44847	URIBIA	44	LA GUAJIRA	OFICIAL	11	A	MI	184	176	0,5831	0,5926	0,5704	0,6338	0,5779	0,5937	D
20182	268547001497	INSTITUTO VALLE DEL RIO DE ORO	68547	PIEDECUESTA	68	SANTANDER	OFICIAL	11	A	MI	47	43	0,7125	0,7394	0,6841	0,7118	0,6718	0,7089	B
20182	215516000542	I.E.T AGRICOLA	15516	PAIPA	15	BOYACA	OFICIAL	11	A	MI	118	116	0,7032	0,7105	0,6662	0,6913	0,641	0,6888	B
20182	205051001339	I. E. R. EL CARMELO	5051	ARBOLETES	5	ANTIOQUIA	OFICIAL	11	A	MI	106	105	0,5674	0,6165	0,565	0,596	0,5831	0,586	D
20182	154498002223	COL LA SALLE	54498	OCAÑA	54	NORTE SANTANDER	OFICIAL	11	A	MI	307	279	0,7288	0,7492	0,6932	0,728	0,6568	0,7196	B
20182	217001001581	INSTITUCIÓN EDUCATIVA RURAL LA CABAÑA	17001	MANIZALES	17	CALDAS	OFICIAL	11	A	MI	60	58	0,6365	0,6766	0,6312	0,6893	0,654	0,6581	C
20182	219100000433	INST EDUC EL CARMEN	19100	BOLÍVAR	19	CAUCA	OFICIAL	11	A	MI	53	51	0,6333	0,6661	0,6241	0,6337	0,6191	0,6377	C
20182	376622000679	COL GIMNASIO LOS ALPES	76622	ROLDANILLO	76	VALLE	NO OFICIAL	11	A	MI	37	36	0,7553	0,769	0,7689	0,7807	0,7631	0,7681	A
20182	111001104281	COLEGIO GABRIEL BETANCOURT MEJIA (IED)	11001	BOGOTÁ D.C.	11	BOGOTA	OFICIAL	11	A	MI	944	910	0,7245	0,7276	0,7134	0,7428	0,7033	0,7252	A
20182	105360001098	INSTITUCION EDUCATIVA SIMON BOLIVAR	5360	ITAGÜÍ	5	ANTIOQUIA	OFICIAL	11	A	MI	227	220	0,6837	0,6984	0,7003	0,7507	0,724	0,7095	B
20182	241359000453	IE BORDONES	41359	ISNOS	41	HUILA	OFICIAL	11	A	MI	101	98	0,6354	0,6689	0,6558	0,6863	0,622	0,6585	C
20182	241359000453	IE BORDONES	41359	ISNOS	41	HUILA	OFICIAL	26	A	MI	128	103	0,4665	0,5097	0,4976	0,5538	0,5042	0,5067	D
20182	120228007001	I.E. SAN SEBASTIAN	20228	CURUMANÍ	20	CESAR	OFICIAL	11	A	MI	61	58	0,5867	0,5865	0,561	0,6181	0,5662	0,5864	D
20182	215183000337	I.E. JESUS EMILIO JARAMILLO MONSALVE	15183	CHITA	15	BOYACA	OFICIAL	11	A	MI	38	35	0,604	0,6019	0,5527	0,6137	0,585	0,5924	D
20182	144430000499	INSTITUCION EDUCATIVA NO. 3	44430	MAICAO	44	LA GUAJIRA	OFICIAL	11	A	MI	300	257	0,616	0,6362	0,6157	0,6708	0,6264	0,634	C
20182	463130000550	BAUDILIO MONTOYA	63130	CALARCÁ	63	QUINDIO	OFICIAL	11	A	MI	175	173	0,7279	0,7286	0,708	0,7372	0,675	0,7216	A
20182	227001003237	IE BERNARDINO BECERRA RODRIGUEZ	27600	RÍO QUITO	27	CHOCO	OFICIAL	11	A	MI	82	70	0,4622	0,5243	0,4958	0,5571	0,5126	0,51	D
20182	311001032637	LICEO CUIDAD CAPITAL	11001	BOGOTÁ D.C.	11	BOGOTA	NO OFICIAL	11	A	MI	338	331	0,7113	0,7315	0,706	0,7334	0,7119	0,7199	B
20182	115299000038	I.E.T. SAN LUIS	15299	GARAGOA	15	BOYACA	OFICIAL	11	A	MI	302	298	0,7468	0,7399	0,7143	0,7371	0,6943	0,7314	A
20182	168276000720	COL TEC VICENTE AZUERO	68276	FLORIDABLANCA	68	SANTANDER	OFICIAL	11	A	MI	787	725	0,7391	0,7471	0,7109	0,7447	0,7072	0,7333	A
20182	168276000720	COL TEC VICENTE AZUERO	68276	FLORIDABLANCA	68	SANTANDER	OFICIAL	26	A	MI	20	20	0,6589	0,645	0,5895	0,6841	0,6604	0,6456	C
20182	154405000161	INST TECNICO MUNICIPAL DE LOS PATIOS	54405	LOS PATIOS	54	NORTE SANTANDER	OFICIAL	11	A	MI	578	567	0,7111	0,7045	0,6901	0,7232	0,7138	0,7077	B
20182	154344000465	INST EDUCATIVA SAN MIGUEL	54344	HACARÍ	54	NORTE SANTANDER	OFICIAL	11	A	MI	132	107	0,595	0,6169	0,5828	0,6317	0,5972	0,6059	D
20182	150450000011	IE NUEVA ESPERANZA	50450	PUERTO CONCORDIA	50	META	OFICIAL	11	A	MI	104	100	0,6354	0,6572	0,6254	0,6782	0,6563	0,6496	C
20182	150450000011	IE NUEVA ESPERANZA	50450	PUERTO CONCORDIA	50	META	OFICIAL	26	A	MI	20	18	0,5988	0,6072	0,5895	0,6181	0,5502	0,5993	D
20182	127615001902	IE NUESTROS ESFUERZOS	27615	RIOSUCIO	27	CHOCO	OFICIAL	11	A	MI	71	64	0,4713	0,5011	0,4865	0,5444	0,5218	0,5024	D
20182	285225000039	IE EL PRETEXTO	85225	NUNCHÍA	85	CASANARE	OFICIAL	11	A	MI	25	22	0,6263	0,6481	0,6284	0,6382	0,6358	0,6353	C
20182	191001000489	INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS	91001	LETICIA	91	AMAZONAS	OFICIAL	11	A	MI	307	254	0,5662	0,5937	0,5755	0,6333	0,6039	0,5931	D
20182	150689000276	IE COLEGIO INTEGRADO DE SAN MARTIN	50689	SAN MARTÍN	50	META	OFICIAL	11	A	MI	285	253	0,6712	0,6806	0,6399	0,6834	0,6533	0,6676	C
20182	150689000276	IE COLEGIO INTEGRADO DE SAN MARTIN	50689	SAN MARTÍN	50	META	OFICIAL	26	A	MI	62	52	0,565	0,6068	0,5718	0,6183	0,5915	0,5905	D
20182	168001005420	I E TEC JORGE ARDILA DUARTE	68001	BUCARAMANGA	68	SANTANDER	OFICIAL	11	A	MI	251	247	0,8252	0,8126	0,7754	0,8149	0,8005	0,8065	A+
20182	105088001679	COL SANTO DOMINGO DE GUZMAN	5088	BELLO	5	ANTIOQUIA	OFICIAL	11	A	MI	157	156	0,7638	0,7592	0,7506	0,7862	0,7984	0,7675	A
20182	276233000715	IE BORRERO AYERBE	76233	DAGUA	76	VALLE	OFICIAL	11	A	MI	116	111	0,6823	0,6766	0,6557	0,7084	0,6197	0,6761	B
20182	176243000026	IE EL AGUILA	76243	EL ÁGUILA	76	VALLE	OFICIAL	11	A	MI	107	105	0,6509	0,6809	0,6766	0,7051	0,6446	0,6758	B
20182	176243000026	IE EL AGUILA	76243	EL ÁGUILA	76	VALLE	OFICIAL	26	A	MI	92	74	0,5131	0,5626	0,5554	0,5903	0,539	0,5541	D
20182	205380000050	I. E. ANA EVA ESCOBAR GONZALEZ	5380	LA ESTRELLA	5	ANTIOQUIA	OFICIAL	11	A	MI	56	55	0,7039	0,6793	0,6737	0,7266	0,6832	0,6949	B
20182	220383000769	I.E. SAN JUAN BAUTISTA	20383	LA GLORIA	20	CESAR	OFICIAL	11	A	MI	48	47	0,6579	0,6577	0,6522	0,6667	0,6512	0,658	C
20182	123079000111	IE SAGARDO CORAZON DE JESUS	23079	BUENAVISTA	23	CORDOBA	OFICIAL	11	A	MI	191	186	0,6499	0,6658	0,6306	0,6789	0,6494	0,6558	C
20182	225653000032	INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL  CAMANCHA	25653	SAN CAYETANO	25	CUNDINAMARCA	OFICIAL	11	A	MI	30	30	0,6311	0,6983	0,6184	0,6439	0,6071	0,6448	C
20182	123001006783	INSTITUCION EDUCATIVA ROBINSON PITALUA	23001	MONTERÍA	23	CORDOBA	OFICIAL	11	A	MI	163	157	0,6693	0,6805	0,6307	0,6842	0,6564	0,6655	C
20182	213006001649	INSTITUCION EDUCATIVA PLACIDO RETAMOZA	13655	SAN JACINTO DEL CAUCA	13	BOLIVAR	OFICIAL	11	A	MI	145	138	0,5476	0,5871	0,562	0,6142	0,5592	0,5763	D
20182	225488000201	INSTITUCION EDUCATIVA DEPARTAMENTAL LA ESMERALDA	25488	NILO	25	CUNDINAMARCA	OFICIAL	11	A	MI	84	82	0,6425	0,6669	0,625	0,6725	0,6726	0,6533	C
20182	270708000083	INST EDUC CAÑO PRIETO	70708	SAN MARCOS	70	SUCRE	OFICIAL	11	A	MI	41	39	0,5819	0,6425	0,6022	0,6532	0,5934	0,6179	D
20182	223678001022	INST.EDUC. SAN JOSE DE CARRIZAL	23678	SAN CARLOS	23	CORDOBA	OFICIAL	11	A	MI	91	87	0,6248	0,658	0,6253	0,6521	0,5971	0,6368	C
20182	123001000025	INSTITUCION EDUCATIVA LICEO GUILLERMO VALENCIA	23001	MONTERÍA	23	CORDOBA	OFICIAL	11	A	MI	266	254	0,6722	0,6892	0,6588	0,6907	0,686	0,6784	B
20182	247189003701	I.E. SIBERIA	47189	CIÉNAGA	47	MAGDALENA	OFICIAL	11	A	MI	22	19	0,6009	0,6122	0,5706	0,6076	0,5776	0,5963	D
20182	125040000582	INSTITUCION EDUCATIVA DEPARTAMENTAL CARLOS GIRALDO	25040	ANOLAIMA	25	CUNDINAMARCA	OFICIAL	11	A	MI	135	133	0,6668	0,6881	0,649	0,691	0,6418	0,6713	B
20182	105001019089	INST EDUC VIDA PARA TODOS	5001	MEDELLÍN	5	ANTIOQUIA	OFICIAL	11	A	MI	137	128	0,6508	0,6455	0,629	0,6882	0,6365	0,6521	C
20182	219548000809	INSTITUCION EDUCATIVA EL CARMEN	19548	PIENDAMÓ - TUNÍA	19	CAUCA	OFICIAL	11	A	MI	64	63	0,5901	0,6309	0,5911	0,6306	0,5981	0,6097	D
20182	376001009087	COLEGIO HORIZONTES	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	50	48	0,6339	0,6733	0,64	0,6873	0,6764	0,66	C
20182	266456000584	IE LA INMACULADA	66456	MISTRATÓ	66	RISARALDA	OFICIAL	11	A	MI	40	38	0,5672	0,6047	0,5655	0,623	0,5545	0,5874	D
20182	247001000221	INSTITUCION EDUCATIVA DISTRITAL NUEVA COLOMBIA	47001	SANTA MARTA	47	MAGDALENA	OFICIAL	11	A	MI	38	36	0,5935	0,6304	0,5916	0,6507	0,5628	0,6124	D
20182	223068000113	IE LUIS FERNANDO GONZALEZ B (ANTES SAN JOSE)	23350	LA APARTADA	23	CORDOBA	OFICIAL	11	A	MI	163	156	0,6089	0,6493	0,6089	0,6611	0,5954	0,6292	C
20182	273001011509	INSTITUCION EDUC TAPIAS	73001	IBAGUÉ	73	TOLIMA	OFICIAL	11	A	MI	34	34	0,6019	0,6523	0,6236	0,6614	0,6307	0,6345	C
20182	147001000153	IED LICEO DEL NORTE	47001	SANTA MARTA	47	MAGDALENA	OFICIAL	11	A	MI	546	483	0,5977	0,6235	0,5893	0,6444	0,6338	0,6153	D
20182	376001028413	COL LA DIVINA ENSEÑANZA	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	92	92	0,6824	0,7092	0,6568	0,6992	0,7072	0,6885	B
20182	325175032467	LICEO INFANTIL LUNITA DE CHIA	25175	CHÍA	25	CUNDINAMARCA	NO OFICIAL	11	A	MI	46	46	0,7889	0,7924	0,7758	0,7867	0,8113	0,7879	A+
20182	325175001154	COL BOSQUES DE SHERWOOD	25175	CHÍA	25	CUNDINAMARCA	NO OFICIAL	11	A	MI	275	268	0,7859	0,788	0,7783	0,7978	0,8351	0,7912	A+
20182	317001007142	GIMNASIO CAMPESTRE LA CONSOLATA	17001	MANIZALES	17	CALDAS	NO OFICIAL	11	A	MI	110	100	0,735	0,7301	0,7497	0,7794	0,8377	0,7554	A
20182	123855000088	INSTITUCION EDUCATIVA MANUELA BELTRAN	23855	VALENCIA	23	CORDOBA	OFICIAL	11	A	MI	148	140	0,5664	0,5977	0,568	0,6126	0,6169	0,5886	D
20182	141551000381	I.E. MUNICIPAL LICEO SUR ANDINO	41551	PITALITO	41	HUILA	OFICIAL	11	A	MI	179	169	0,8056	0,7878	0,7679	0,7953	0,7401	0,7854	A+
20182	213667000614	I.E. CERROS DE JULIO	13667	SAN MARTÍN DE LOBA	13	BOLIVAR	OFICIAL	11	A	MI	29	24	0,4389	0,536	0,4942	0,5494	0,507	0,5048	D
20182	119001000079	JOSE EUSEBIO CARO	19001	POPAYÁN	19	CAUCA	OFICIAL	11	A	MI	330	325	0,7562	0,7463	0,7429	0,7621	0,7156	0,7491	A
20182	219698000734	I.E.T. SENON FABIO VILLEGAS	19845	VILLA RICA	19	CAUCA	OFICIAL	11	A	MI	237	226	0,5599	0,6087	0,5496	0,6129	0,5632	0,5813	D
20182	273270000661	INSTITUCION EDUCATIVA NORMAL SUPERIOR FABIO LOZANO TORRIJOS	73270	FALAN	73	TOLIMA	OFICIAL	11	A	MI	211	205	0,6527	0,6701	0,6474	0,6895	0,6433	0,6633	C
20182	219142000671	I.E. JORGE ELIÉCER GAITÁN	19300	GUACHENÉ	19	CAUCA	OFICIAL	11	A	MI	280	249	0,5399	0,5561	0,5186	0,5961	0,5639	0,5535	D
20182	119318002131	I.E. SAN PEDRO Y SAN PABLO	19318	GUAPÍ	19	CAUCA	OFICIAL	11	A	MI	46	40	0,5202	0,5306	0,497	0,5557	0,5693	0,5292	D
20182	223660000762	INSTITUCION EDUCATIVA EL VIAJANO	23660	SAHAGÚN	23	CORDOBA	OFICIAL	11	A	MI	198	191	0,6856	0,7195	0,6779	0,7058	0,6267	0,6918	B
20182	276364000036	IE PRESBITERO HORACIO GOMEZ GALLO	76364	JAMUNDÍ	76	VALLE	OFICIAL	11	A	MI	111	108	0,6016	0,6275	0,5807	0,6509	0,5945	0,6136	D
20182	250001000507	COL BASICO NUESTRA SE¿ORA DE LA PAZ	50001	VILLAVICENCIO	50	META	OFICIAL	11	A	MI	146	145	0,7083	0,6971	0,6646	0,7201	0,6832	0,6964	B
20182	268615000895	INSTITUCION EDUCATIVA CUESTA RICA	68615	RIONEGRO	68	SANTANDER	OFICIAL	11	A	MI	36	33	0,6603	0,688	0,6249	0,6956	0,6442	0,6654	C
20182	268498000161	INSTITUCION EDUCATIVA AGUAFRIA	68498	OCAMONTE	68	SANTANDER	OFICIAL	11	A	MI	42	41	0,6896	0,6947	0,7026	0,7301	0,6459	0,6997	B
20182	223001002405	INSTITUCIÓN EDUCATIVA SAN JOSE DE LOMA VERDE	23001	MONTERÍA	23	CORDOBA	OFICIAL	11	A	MI	65	63	0,5668	0,6174	0,5502	0,6107	0,5931	0,5868	D
20182	105045001217	I.E. POLICARPA SALAVARRIETA	5045	APARTADÓ	5	ANTIOQUIA	OFICIAL	11	A	MI	224	217	0,6348	0,6213	0,6065	0,6771	0,6086	0,6329	C
20182	150006000322	IE GABRIELA MISTRAL	50006	ACACÍAS	50	META	OFICIAL	11	A	MI	112	107	0,6548	0,6541	0,6417	0,7086	0,6305	0,6622	C
20182	376001030825	INST TEC REY DE REYES	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	44	42	0,6181	0,6239	0,6021	0,6481	0,5977	0,6211	C
20182	325754004959	COLEGIO JORGE ELIECER GAITAN	25754	SOACHA	25	CUNDINAMARCA	NO OFICIAL	11	A	MI	43	39	0,6153	0,6691	0,5986	0,6806	0,6241	0,6396	C
20182	217444000138	INSTITUCION EDUCATIVA EL PLACER	17444	MARQUETALIA	17	CALDAS	OFICIAL	11	A	MI	26	25	0,6669	0,7033	0,67	0,6963	0,581	0,6762	B
20182	108001074542	INSTITUCION EDUCATIVA DISTRITAL NIÑOS JESUS	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	31	28	0,5513	0,5481	0,4851	0,5491	0,551	0,5348	D
20182	219022001096	I.E. SANTA MARIA DE CAQUIONA	19022	ALMAGUER	19	CAUCA	OFICIAL	11	A	MI	117	107	0,5608	0,6087	0,5279	0,5908	0,5389	0,5695	D
20182	311001016976	COL MERCEDARIO SAN PEDRO NOLASCO	11001	BOGOTÁ D.C.	11	BOGOTA	NO OFICIAL	11	A	MI	130	127	0,7682	0,7712	0,7782	0,7909	0,78	0,7773	A+
20182	311001038368	COL COFRATERNIDAD DE SAN FERNANDO	11001	BOGOTÁ D.C.	11	BOGOTA	NO OFICIAL	11	A	MI	240	238	0,6939	0,7019	0,7049	0,7363	0,6945	0,7081	B
20182	313001002277	COL.  MONTESSORI	13001	CARTAGENA DE INDIAS	13	BOLIVAR	NO OFICIAL	11	A	MI	157	147	0,8407	0,8357	0,8571	0,8483	0,9237	0,8515	A+
20182	311001092397	LIC CARMELITA                                                                                       	11001	BOGOTÁ D.C.	11	BOGOTA	NO OFICIAL	11	A	MI	97	95	0,7261	0,7248	0,7009	0,7479	0,7267	0,7251	A
